country	group	value	ranking	name
CHE	Arm-Hand Steadiness	0.2502341	5	Labourers
CYP	Arm-Hand Steadiness	0.3111181	2	Electrical & electronic trades workers
CYP	Arm-Hand Steadiness	0.2999616	3	Stationary plant & machine operators
CYP	Arm-Hand Steadiness	0.2941402	4	Health associate professionals
CYP	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
CZE	Arm-Hand Steadiness	0.3246003	2	Handicraft & printing workers
CZE	Arm-Hand Steadiness	0.3186068	3	Food processing & craft trades workers
CZE	Arm-Hand Steadiness	0.3111181	4	Electrical & electronic trades workers
CZE	Arm-Hand Steadiness	0.2941402	5	Health associate professionals
DEU	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
DEU	Arm-Hand Steadiness	0.3088733	3	Assemblers
DEU	Arm-Hand Steadiness	0.2999616	4	Stationary plant & machine operators
DEU	Arm-Hand Steadiness	0.2941402	5	Health associate professionals
DNK	Arm-Hand Steadiness	0.2999616	2	Stationary plant & machine operators
DNK	Arm-Hand Steadiness	0.2941402	3	Health associate professionals
DNK	Arm-Hand Steadiness	0.2846541	4	"Skilled agricultural, forestry & fishery workers"
DNK	Arm-Hand Steadiness	0.2154113	5	Personal care workers
EST	Arm-Hand Steadiness	0.3088733	2	Assemblers
EST	Arm-Hand Steadiness	0.2872325	3	Building trades workers (excl. electricians)
EST	Arm-Hand Steadiness	0.2846541	4	"Skilled agricultural, forestry & fishery workers"
EST	Arm-Hand Steadiness	0.2502983	5	Personal service workers
GRC	Arm-Hand Steadiness	0.3111181	2	Electrical & electronic trades workers
GRC	Arm-Hand Steadiness	0.2999616	3	Stationary plant & machine operators
GRC	Arm-Hand Steadiness	0.2872325	4	Building trades workers (excl. electricians)
GRC	Arm-Hand Steadiness	0.2502983	5	Personal service workers
ESP	Arm-Hand Steadiness	0.2999616	2	Stationary plant & machine operators
ESP	Arm-Hand Steadiness	0.2872325	3	Building trades workers (excl. electricians)
ESP	Arm-Hand Steadiness	0.2846541	4	"Skilled agricultural, forestry & fishery workers"
ESP	Arm-Hand Steadiness	0.2502983	5	Personal service workers
FIN	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
FIN	Arm-Hand Steadiness	0.3088733	3	Assemblers
FIN	Arm-Hand Steadiness	0.2999616	4	Stationary plant & machine operators
FIN	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
FRA	Arm-Hand Steadiness	0.2999616	2	Stationary plant & machine operators
FRA	Arm-Hand Steadiness	0.2872325	3	Building trades workers (excl. electricians)
FRA	Arm-Hand Steadiness	0.2502983	4	Personal service workers
FRA	Arm-Hand Steadiness	0.2502341	5	Labourers
HUN	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
HUN	Arm-Hand Steadiness	0.3088733	3	Assemblers
HUN	Arm-Hand Steadiness	0.2999616	4	Stationary plant & machine operators
HUN	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
IRL	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
IRL	Arm-Hand Steadiness	0.3111181	3	Electrical & electronic trades workers
IRL	Arm-Hand Steadiness	0.3088733	4	Assemblers
IRL	Arm-Hand Steadiness	0.2999616	5	Stationary plant & machine operators
ISL	Arm-Hand Steadiness	0.2999616	2	Stationary plant & machine operators
ISL	Arm-Hand Steadiness	0.2941402	3	Health associate professionals
ISL	Arm-Hand Steadiness	0.2846541	4	"Skilled agricultural, forestry & fishery workers"
ISL	Arm-Hand Steadiness	0.2502983	5	Personal service workers
ITA	Arm-Hand Steadiness	0.3111181	2	Electrical & electronic trades workers
ITA	Arm-Hand Steadiness	0.2941402	3	Health associate professionals
ITA	Arm-Hand Steadiness	0.2872325	4	Building trades workers (excl. electricians)
ITA	Arm-Hand Steadiness	0.2502983	5	Personal service workers
LTU	Arm-Hand Steadiness	0.3111181	2	Electrical & electronic trades workers
LTU	Arm-Hand Steadiness	0.3088733	3	Assemblers
LTU	Arm-Hand Steadiness	0.2941402	4	Health associate professionals
LTU	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
LUX	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
LUX	Arm-Hand Steadiness	0.2999616	3	Stationary plant & machine operators
LUX	Arm-Hand Steadiness	0.2872325	4	Building trades workers (excl. electricians)
LUX	Arm-Hand Steadiness	0.2846541	5	"Skilled agricultural, forestry & fishery workers"
LVA	Arm-Hand Steadiness	0.2999616	2	Stationary plant & machine operators
LVA	Arm-Hand Steadiness	0.2872325	3	Building trades workers (excl. electricians)
LVA	Arm-Hand Steadiness	0.2846541	4	"Skilled agricultural, forestry & fishery workers"
LVA	Arm-Hand Steadiness	0.2502341	5	Labourers
NLD	Arm-Hand Steadiness	0.3246003	2	Handicraft & printing workers
NLD	Arm-Hand Steadiness	0.3186068	3	Food processing & craft trades workers
NLD	Arm-Hand Steadiness	0.3111181	4	Electrical & electronic trades workers
NLD	Arm-Hand Steadiness	0.3088733	5	Assemblers
NOR	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
NOR	Arm-Hand Steadiness	0.3111181	3	Electrical & electronic trades workers
NOR	Arm-Hand Steadiness	0.2999616	4	Stationary plant & machine operators
NOR	Arm-Hand Steadiness	0.2941402	5	Health associate professionals
POL	Arm-Hand Steadiness	0.3186068	2	Food processing & craft trades workers
POL	Arm-Hand Steadiness	0.2999616	3	Stationary plant & machine operators
POL	Arm-Hand Steadiness	0.2872325	4	Building trades workers (excl. electricians)
POL	Arm-Hand Steadiness	0.2502983	5	Personal service workers
PRT	Arm-Hand Steadiness	0.2999616	2	Stationary plant & machine operators
PRT	Arm-Hand Steadiness	0.2872325	3	Building trades workers (excl. electricians)
PRT	Arm-Hand Steadiness	0.2502983	4	Personal service workers
PRT	Arm-Hand Steadiness	0.2502341	5	Labourers
ROU	Arm-Hand Steadiness	0.2872325	2	Building trades workers (excl. electricians)
ROU	Arm-Hand Steadiness	0.2846541	3	"Skilled agricultural, forestry & fishery workers"
ROU	Arm-Hand Steadiness	0.2502341	4	Labourers
ROU	Arm-Hand Steadiness	0.2460761	5	Science & engineering associate professionals
SWE	Arm-Hand Steadiness	0.3246003	2	Handicraft & printing workers
SWE	Arm-Hand Steadiness	0.3186068	3	Food processing & craft trades workers
SWE	Arm-Hand Steadiness	0.3088733	4	Assemblers
SWE	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
SVN	Arm-Hand Steadiness	0.3246003	2	Handicraft & printing workers
SVN	Arm-Hand Steadiness	0.3111181	3	Electrical & electronic trades workers
SVN	Arm-Hand Steadiness	0.3088733	4	Assemblers
SVN	Arm-Hand Steadiness	0.2999616	5	Stationary plant & machine operators
SVK	Arm-Hand Steadiness	0.3246003	2	Handicraft & printing workers
SVK	Arm-Hand Steadiness	0.3186068	3	Food processing & craft trades workers
SVK	Arm-Hand Steadiness	0.3111181	4	Electrical & electronic trades workers
SVK	Arm-Hand Steadiness	0.2941402	5	Health associate professionals
GBR	Arm-Hand Steadiness	0.3088733	2	Assemblers
GBR	Arm-Hand Steadiness	0.2999616	3	Stationary plant & machine operators
GBR	Arm-Hand Steadiness	0.2941402	4	Health associate professionals
GBR	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
ZAF	Arm-Hand Steadiness	0.3246003	2	Handicraft & printing workers
ZAF	Arm-Hand Steadiness	0.3111181	3	Electrical & electronic trades workers
ZAF	Arm-Hand Steadiness	0.2941402	4	Health associate professionals
ZAF	Arm-Hand Steadiness	0.2872325	5	Building trades workers (excl. electricians)
AUT	Arts and Humanities	0.209691	1	Teaching professionals
BEL	Arts and Humanities	0.209691	1	Teaching professionals
BGR	Arts and Humanities	0.209691	1	Teaching professionals
CHE	Arts and Humanities	0.209691	1	Teaching professionals
CYP	Arts and Humanities	0.209691	1	Teaching professionals
CZE	Arts and Humanities	0.209691	1	Teaching professionals
DEU	Arts and Humanities	0.209691	1	Teaching professionals
DNK	Arts and Humanities	0.209691	1	Teaching professionals
EST	Arts and Humanities	0.209691	1	Teaching professionals
GRC	Arts and Humanities	0.209691	1	Teaching professionals
ESP	Arts and Humanities	0.209691	1	Teaching professionals
FIN	Arts and Humanities	0.209691	1	Teaching professionals
FRA	Arts and Humanities	0.209691	1	Teaching professionals
HUN	Arts and Humanities	0.209691	1	Teaching professionals
IRL	Arts and Humanities	0.209691	1	Teaching professionals
ISL	Arts and Humanities	0.209691	1	Teaching professionals
ITA	Arts and Humanities	0.209691	1	Teaching professionals
LTU	Arts and Humanities	0.209691	1	Teaching professionals
LUX	Arts and Humanities	0.209691	1	Teaching professionals
LVA	Arts and Humanities	0.209691	1	Teaching professionals
NLD	Arts and Humanities	0.209691	1	Teaching professionals
NOR	Arts and Humanities	0.209691	1	Teaching professionals
POL	Arts and Humanities	0.209691	1	Teaching professionals
PRT	Arts and Humanities	0.209691	1	Teaching professionals
ROU	Arts and Humanities	0.209691	1	Teaching professionals
SWE	Arts and Humanities	0.209691	1	Teaching professionals
GBR	Arts and Humanities	0.209691	1	Teaching professionals
ZAF	Arts and Humanities	0.209691	1	Teaching professionals
AUT	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
BEL	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
BGR	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
CHE	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
CYP	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
CZE	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
DEU	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
DNK	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
EST	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
GRC	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
FIN	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
HUN	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
IRL	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
ISL	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
ITA	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
LVA	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
NLD	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
NOR	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
POL	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
PRT	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
ROU	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
ZAF	Arts and Humanities	0.1674144	2	"Legal, social & cultural professionals"
SVN	Arts and Humanities	0.0803029	1	Health professionals
SVK	Arts and Humanities	0.0956674	1	"Legal, social & cultural associate professionals"
AUT	Attentiveness	0.2703804	1	Health professionals
BEL	Attentiveness	0.2703804	1	Health professionals
BGR	Attentiveness	0.2703804	1	Health professionals
CHE	Attentiveness	0.2491507	1	Teaching professionals
CYP	Attentiveness	0.2574047	1	Science & engineering associate professionals
CZE	Attentiveness	0.2703804	1	Health professionals
DEU	Attentiveness	0.2941946	1	Protective services workers
DNK	Attentiveness	0.2941946	1	Protective services workers
EST	Attentiveness	0.2703804	1	Health professionals
GRC	Attentiveness	0.2941946	1	Protective services workers
ESP	Attentiveness	0.2941946	1	Protective services workers
FIN	Attentiveness	0.2703804	1	Health professionals
FRA	Attentiveness	0.2941946	1	Protective services workers
HUN	Attentiveness	0.2941946	1	Protective services workers
IRL	Attentiveness	0.2703804	1	Health professionals
ISL	Attentiveness	0.2941946	1	Protective services workers
ITA	Attentiveness	0.2703804	1	Health professionals
LTU	Attentiveness	0.2941946	1	Protective services workers
LUX	Attentiveness	0.2941946	1	Protective services workers
LVA	Attentiveness	0.2941946	1	Protective services workers
NLD	Attentiveness	0.2703804	1	Health professionals
NOR	Attentiveness	0.2941946	1	Protective services workers
POL	Attentiveness	0.2941946	1	Protective services workers
